Eddie Murphy Raw	1987	13.2794
Edge of Darkness	2010	2.2313
Edtv	1999	3.6635
Educating Rita	1983	4.0897
Edward Scissorhands	1990	4.9093
Eight Below	2006	0.8952
Eight Crazy Nights	2002	7.8962
Eight Legged Freaks	2002	2.4897
El Bola	2000	13.2030
El crimen del padre Amaro	2002	9.6005
El florido pensil	2002	7.9235
El hijo de la novia	2001	11.2340
El laberinto del fauno	2006	1.4628
El orfanato	2007	2.8789
El otro lado de la cama	2002	4.0274
Election	1999	5.5244
Elf	2003	0.3413
Elizabeth	1998	0.6962
Elizabeth: The Golden Age	2007	2.8527
Elizabethtown	2005	3.1872
Ella Enchanted	2004	2.4580
Elle s'appelait Sarah	2010	6.1786
Elysium	2013	10.0000
Emir	2010	12.8656
Emma	1996	3.2076
Empire	2002	8.4780
Empires of the Deep	2012	10.0000
Employee of the Month	2006	4.4377
Enchanted	2007	0.3102
Encounter in the Thrid Dimension	1999	0.5544
End of Days	1999	0.8057
End of the Spear	2005	11.1983
Endhiran	2010	1.2276
Endless Love	1981	7.6303
Enemy at the Gates	2001	0.9266
Enemy of the State	1998	0.4211
Enigma	2001	7.1098
Enteng Kabisote 3: Okay ka fairy ko... The legend goes on and on and on	2006	2.8054
Enteng ng Ina mo	2011	1.9494
Enter the Dragon	1973	8.3923
Entrapment	1999	0.3739
Envy	2004	12.4673
Epic Movie	2007	1.6071
Eragon	2006	0.6164
Eraser	1996	0.5349
Erin Brockovich	2000	0.3361
Ernest Saves Christmas	1988	3.9900
Escape from Alcatraz	1979	13.4536
Escape from L.A.	1996	2.4190
Eternal Sunshine of the Spotless Mind	2004	1.8279
EuroTrip	2004	8.7749
European Vacation	1985	12.9239
Evan Almighty	2007	0.5376
Evangerion shin gekijôban: Jo	2007	6.0028
Eve's Bayou	1997	4.3553
Event Horizon	1997	2.6576
EverAfter	1998	0.6129
Everest	1998	0.1368
Every Which Way But Loose	1978	3.8674
Everyone Says I Love You	1996	6.7342
Everyone's Hero	2006	6.2502
Evita	1996	0.9555
Evolution	2001	1.9337
Excess Baggage	1997	7.5294
Executive Decision	1996	4.3613
Exit Through the Gift Shop	2010	13.5986
Exit Wounds	2001	1.4240
Exorcist: The Beginning	2004	1.3887
Extreme Measures	1996	7.3924
Extreme Ops	2002	12.8821
Extremely Loud & Incredibly Close	2011	3.5677
Eye of the Beholder	1999	10.2854
Eyes Wide Shut	1999	1.0741
F/X	1986	3.0426
Fa tin hei si 2010	2010	12.2917
Face/Off	1997	0.3286
Facing the Giants	2006	7.7467
Fahrenheit 9/11	2004	0.3531
Failure to Launch	2006	0.6775
FairyTale: A True Story	1997	6.1769
Fallen	1998	5.0509
Falling Down	1993	10.2794
Fame	2009	3.0877
Fanny och Alexander	1982	9.1831
Fantasia	1940	5.4263
Fantasia/2000	1999	0.8600
Fantastic Four	2005	0.1967
Fantastic Mr. Fox	2009	2.4184
Far and Away	1992	8.4893
Far from Heaven	2002	3.2932
Fargo	1996	1.8902
Fast & Furious	2009	0.3530
Fast Five	2011	0.2067
Fast Times at Ridgemont High	1982	4.6324
Faster	2010	3.5347
Fat Albert	2004	1.2867
Fatal Attraction	1987	0.3660
Father of the Bride	1991	7.5556
Father of the Bride Part II	1995	6.4819
Fathers' Day	1997	2.7452
Fear and Loathing in Las Vegas	1998	9.8492
FeardotCom	2002	6.2340
Fei chang wan mei	2009	5.0761
Fei ying gai wak	1991	4.8182
Femme Fatale	2002	11.9718
Ferris Bueller's Day Off	1986	0.7055
Fever Pitch	2005	1.4797
Fiddler on the Roof	1971	9.2880
Field of Dreams	1989	10.5305
Fierce Creatures	1997	13.0712
Fight Club	1999	1.0655
Fighting	2009	8.0658
Final Destination	2000	0.8237
Final Destination 2	2003	1.9798
Final Destination 3	2006	1.7589
Final Destination 5	2011	1.5585
Final Fantasy: The Spirits Within	2001	1.7332
Finding Forrester	2000	1.4105
Finding Nemo	2003	0.0870
Finding Neverland	2004	1.1345
Fire Down Below	1997	5.2796
Fired Up!	2009	10.1807
Firefox	1982	10.0876
Firehouse Dog	2007	5.7144
Fireproof	2008	1.8486
Firewall	2006	1.6524
First Blood	1982	1.2501
First Daughter	2004	12.1972
First Kid	1996	2.1644
First Knight	1995	10.0370
First Sunday	2008	4.3064
Flags of Our Fathers	2006	2.4617
Flashdance	1983	6.9652
Flatliners	1990	7.9879
Flawless	1999	13.6723
Fled	1996	4.5952
Fletch	1985	13.3938
Flicka	2006	3.0956
Flickan som lekte med elden	2009	5.3189
Flight of the Navigator	1986	13.8078
Flight of the Phoenix	2004	3.5200
Flightplan	2005	0.4072
Flipper	1996	7.9090
Flores de otro mundo	1999	13.5657
Flubber	1997	0.4131
Flushed Away	2006	0.9507
Fly Away Home	1996	2.6520
Fly Me to the Moon	2008	1.4376
Flyboys	2006	4.6022
Foolish	1999	12.6862
Fools Rush In	1997	2.1736
Footloose	2011	1.9634
Footloose	1984	0.9264
For Colored Girls	2010	2.6019
For Love of the Game	1999	2.5741
For Richer or Poorer	1997	2.5416
For Your Eyes Only	1981	1.1921
For the First Time	2008	1.3509
Forces of Nature	1999	1.0280
Forever Young	1992	3.5669
Forever and a Day	2011	6.7549
Forgetting Sarah Marshall	2008	1.2828
Forrest Gump	1994	0.6758
Foul Play	1978	9.4504
Four Brothers	2005	0.9577
Four Christmases	2008	0.6193
Four Weddings and a Funeral	1994	1.1734
Fracture	2007	2.4106
Frailty	2001	8.7842
Frankenstein	1994	3.2091
Freaky Friday	2003	0.3847
Fred Claus	2007	1.0967
Freddy Got Fingered	2001	7.6273
Freddy vs. Jason	2003	1.0407
Freddy's Dead: The Final Nightmare	1991	1.5126
Free Willy	1993	2.4910
Freedom Writers	2007	2.4354
Freedomland	2006	12.5163
Frequency	2000	1.0147
Frida	2002	1.7718
Friday After Next	2002	2.6374
Friday Night Lights	2004	1.4932
Friday the 13th	2009	1.4627
Friday the 13th Part III	1982	3.1597
Friday the 13th Part VII: The New Blood	1988	7.5580
Friday the 13th Part VIII: Jason Takes Manhattan	1989	5.6546
Friday the 13th: A New Beginning	1985	9.6129
Friday the 13th: The Final Chapter	1984	5.5256
Fried Green Tomatoes	1991	8.5104
Friends with Benefits	2011	2.0425
Friends with Kids	2011	12.0460
Friends with Money	2006	4.6930
Fright Night	1985	5.3358
Fright Night	2011	3.7203
Fritz the Cat	1972	4.6017
Frog Hollow	2010	10.0000
From Dusk Till Dawn	1996	9.6563
From Hell	2001	1.5978
From Paris with Love	2010	7.4177
From Russia with Love	1963	4.7872
Frost/Nixon	2008	4.6313
Full Metal Jacket	1987	8.3887
Fun with Dick and Jane	2005	0.7367
Funny Girl	1968	9.4653
Funny People	2009	1.8983
Furry Vengeance	2010	4.4450
Férfiakt	2006	8.3333
Fíaskó	2000	10.0000
G-Force	2009	0.5238
G.I. Jane	1997	0.9431
G.I. Joe: The Rise of Cobra	2009	0.3941
Ga yau hei si 2009	2009	5.1796
Gabriela	2001	13.1156
Gake no ue no Ponyo	2008	0.6728
Galapagos: The Enchanted Voyage	1999	0.3389
Galaxy Quest	1999	0.9459
Gamer	2009	9.2073
Gamitan	2002	7.0356
Gandhi	1982	1.2121
Gangs of New York	2002	0.5147
Gantz	2010	2.4965
Gantz: Perfect Answer	2011	7.4442
Garden State	2004	1.6092
Garfield	2004	0.5118
Garfield: A Tail of Two Kitties	2006	1.7807
Gattaca	1997	6.4318
Gekijô-ban poketto monsutâ: Maboroshi no pokemon: Rugia bakutan	1999	6.2701
George of the Jungle	1997	0.3138
Georgia Rule	2007	7.8849
Get Carter	2000	5.5326
Get Him to the Greek	2010	1.7715
Get Low	2009	4.6585
Get Over It	2001	10.9125
Get Rich or Die Tryin'	2005	2.5410
Get Shorty	1995	6.9868
Get Smart	2008	0.3865
Get the Gringo	2012	12.6605
Ghost	1990	0.8179
Ghost Busters	1984	0.1321
Ghost Dog: The Way of the Samurai	1999	5.5395
Ghost Rider	2007	0.5900
Ghost Rider: Spirit of Vengeance	2011	1.2444
Ghost Ship	2002	1.7185
Ghost World	2001	7.7652
Ghostbusters II	1989	3.7230
Ghosts of Girlfriends Past	2009	1.5385
Ghosts of Mississippi	1996	7.7248
Ghosts of the Abyss	2003	0.5049
Gigli	2003	14.1829
Ging chaat goo si 4: Ji gaan daan yam mo	1996	6.5932
Ging chat goo si 3: Chiu kup ging chat	1992	4.3531
Girl with a Pearl Earring	2003	5.7411
Girl, Interrupted	1999	2.2863
Gitler kaput!	2008	1.0922
Gladiator	2000	0.1397
Glee: The 3D Concert Movie	2011	9.1345
Glory Road	2006	1.4991
Glyanets	2007	8.6036
Gnomeo & Juliet	2011	0.5581
Go	1999	3.6597
Gods and Generals	2003	5.8945
Gods and Monsters	1998	9.7800
Godsend	2004	6.0002
Godzilla	1998	0.2555
Going the Distance	2010	4.6685
Gojira ni-sen mireniamu	1999	9.5936
Gojira, Mosura, Kingu Gidorâ: Daikaijû sôkôgeki	2001	8.9330
GoldenEye	1995	0.5782
Goldfinger	1964	2.9056
Gomorra	2008	6.7885
Gone Baby Gone	2007	5.3718
Gone Fishin'	1997	2.9147
Gone in Sixty Seconds	2000	0.3359
Gone with the Wind	1939	0.2206
Good Boy!	2003	3.6636
Good Burger	1997	2.5602
Good Bye Lenin!	2003	2.3835
Good Deeds	2012	2.8765
Good Luck Chuck	2007	4.6053
Good Morning, Vietnam	1987	4.9095
Good Night, and Good Luck.	2005	2.0691
Good Will Hunting	1997	0.2634
Goodbye America	1997	13.3333
Goodfellas	1990	9.3757
Gooische vrouwen	2011	3.3163
Gosford Park	2001	0.8726
Gothika	2003	0.8165
Gran Torino	2008	0.3392
Grand Theft Auto IV	2008	10.0000
Grease	1978	0.4130
Great Expectations	1998	4.1104
Green Lantern	2011	0.3251
Green Zone	2010	2.7238
Gremlins	1984	2.4457
Gremlins 2: The New Batch	1990	6.5449
Greystoke: The Legend of Tarzan, Lord of the Apes	1984	12.8278
Gridiron Gang	2006	4.5957
Grindhouse	2007	3.7333
Grosse Pointe Blank	1997	2.2350
Groundhog Day	1993	0.4756
Grown Ups	2010	0.3815
Grumpier Old Men	1995	7.6533
Grumpy Old Men	1993	9.3969
Guess Who	2005	1.7827
Guess Who's Coming to Dinner	1967	6.4020
Gulliver's Travels	2010	1.1278
Gung Ho	1986	1.7499
Gwoemul	2006	1.8421
Göta kanal 2 - Kanalkampen	2006	10.2781
Habemus Papam	2011	7.5488
Hable con ella	2002	2.0914
Hachiko: A Dog's Story	2009	6.2126
Hairspray	1988	12.8589
Hairspray	2007	0.4271
Hak hap	1996	7.7626
Half Baked	1998	7.8917
Half Past Dead	2002	12.5346
Hall Pass	2011	2.1309
Halloween	2007	1.1243
Halloween	1978	7.6775
Halloween 4: The Return of Michael Myers	1988	12.7635
Halloween H20: 20 Years Later	1998	1.0924
Halloween II	1981	7.5067
Halloween II	2009	2.8324
Halloween: Resurrection	2002	2.2936
Halloween: The Curse of Michael Myers	1995	9.0560
Hancock	2008	0.1423
Hanging Up	2000	2.0539
Hanna	2011	1.5387
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert	2008	1.0630
Hannah Montana: The Movie	2009	0.6811
Hannah and Her Sisters	1986	1.4165
Hannibal	2001	0.2027
Hannibal Rising	2007	1.7862
Happily N'Ever After	2006	7.9834
Happy Feet	2006	0.2132
Happy Feet Two	2011	1.0638
Hard Ball	2001	1.4545
Hard Rain	1998	4.3595
Hard Target	1993	4.7709
Hard to Kill	1990	12.2656
Hardcover	2008	2.3229
Hari sa hari, lahi sa lahi	1987	10.0000
Harlem Nights	1989	3.8643
Harold & Kumar Escape from Guantanamo Bay	2008	2.3914
Harold & Kumar Go to White Castle	2004	8.7252
Harriet the Spy	1996	2.5225
Harry Brown	2009	8.9170
Harry Potter and the Chamber of Secrets	2002	0.0786
Harry Potter and the Deathly Hallows: Part 1	2010	0.0817
Harry Potter and the Deathly Hallows: Part 2	2011	0.1208
Harry Potter and the Goblet of Fire	2005	0.1112
Harry Potter and the Half-Blood Prince	2009	0.1080
Harry Potter and the Order of the Phoenix	2007	0.0812
Harry Potter and the Prisoner of Azkaban	2004	0.0561
Harry Potter and the Sorcerer's Stone	2001	0.0704
Hart's War	2002	4.0163
Hasutasok	2007	7.6923
Hating kapatid	2010	5.4548
Haunted Castle	2001	0.5670
Hauru no ugoku shiro	2004	0.3644
Haywire	2011	4.3956
He Got Game	1998	3.6943
He's Just Not That Into You	2009	0.5312
Head of State	2003	2.7416
Heartbreak Ridge	1986	6.0009
Heartbreakers	2001	2.1294
Hearts in Atlantis	2001	4.0679
Heat	1995	2.0010
Heaven Can Wait	1978	7.1892
Heist	2001	5.7521
Hellbound: Hellraiser II	1988	12.4582
Hellboy	2004	1.4821
Hellboy II: The Golden Army	2008	0.7330
Hellraiser	1987	11.4434
Herbie Fully Loaded	2005	0.9122
Hercules	1997	0.3035
Here Comes the Bride	2010	2.1459
Here on Earth	2000	10.0341
Hereafter	2010	2.0541
Hey Arnold! The Movie	2002	9.3651
Hidalgo	2004	0.7288
Hide and Seek	2005	0.8394
High Crimes	2002	1.2096
High Fidelity	2000	1.5338
High School High	1996	4.5641
High School Musical 3: Senior Year	2008	0.4006
Highlander II: The Quickening	1991	3.4524
Highlander III: The Sorcerer	1994	9.2063
Highlander: Endgame	2000	9.5949
History of the World: Part I	1981	12.1490
Hocus Pocus	1993	13.7261
Holes	2003	0.9787
Hollow Man	2000	0.6565
Hollywood Ending	2002	12.6480
Hollywood Homicide	2003	3.6538
Hollywoodland	2006	11.5646
Holy Man	1998	5.2076
Home Alone	1990	0.0936
Home Alone 2: Lost in New York	1992	0.2478
Home Alone 3	1997	1.6347
Home Fries	1998	10.2111
Home on the Range	2004	0.9122
Homeward Bound II: Lost in San Francisco	1996	4.1232
Honey	2003	3.1285
Honey I Blew Up the Kid	1992	7.9315
Honey, I Shrunk the Kids	1989	4.2334
Hoodlum	1997	4.8094
Hoodwinked Too! Hood vs. Evil	2011	9.2456
Hoodwinked!	2005	1.4270
Hook	1991	1.3574
Hop	2011	0.9722
Hope Floats	1998	0.9559
Horem pádem	2004	10.4150
Horrible Bosses	2011	0.4931
Horton Hears a Who!	2008	0.2424
Hostage	2005	1.9618
Hostel	2005	1.7796
Hostel: Part II	2007	13.7432
Hot Dog... The Movie	1984	7.5867
Hot Fuzz	2007	2.3359
Hot Rod	2007	10.1642
Hot Shots!	1991	2.4656
Hot Shots! Part Deux	1993	11.4790
Hot Tub Time Machine	2010	1.7953
Hotel Rwanda	2004	3.3346
Hotel for Dogs	2009	0.7628
House	1986	7.8154
House of 1000 Corpses	2003	5.7142
House of Sand and Fog	2003	6.3693
House of Wax	2005	2.2024
House of the Dead	2003	13.8192
House on Haunted Hill	1999	2.0865
HouseSitter	1992	11.2497
How Do You Know	2010	3.8885
How High	2001	3.6175
How Stella Got Her Groove Back	1998	1.4070
How the Grinch Stole Christmas	2000	0.2700
How the West Was Won	1962	5.9661
How to Be a Player	1997	6.6685
How to Eat Fried Worms	2006	13.2035
How to Lose Friends & Alienate People	2008	7.4554
How to Lose a Guy in 10 Days	2003	0.3755
How to Train Your Dragon	2010	0.2272
Howard the Duck	1986	5.7989
Hua Mulan	2009	4.6695
Hubble 3D	2010	1.5649
Hudson Hawk	1991	11.4655
Hulk	2003	0.3838
Hung fan kui	1995	9.5856
Huo Yuan Jia	2006	5.7031
Hustle & Flow	2005	2.6386
Hvíti víkingurinn	1991	3.9778
Hälsoresan - En smal film av stor vikt	1999	12.7253
I Am Dina	2002	7.0922
I Am Legend	2007	0.1766
I Am Number Four	2011	1.1028
I Am Sam	2001	1.6369
I Can Do Bad All by Myself	2009	3.1201
I Don't Know How She Does It	2011	8.8157
I Dreamed of Africa	2000	9.8086
I Got the Hook Up	1998	10.6204
I Heart Huckabees	2004	4.1360
I Know What You Did Last Summer	1997	0.4111
I Love You, Beth Cooper	2009	6.1108
I Love You, Man	2009	1.5497
I Now Pronounce You Chuck & Larry	2007	0.5868
I Spy	2002	4.0651
I Still Know What You Did Last Summer	1998	1.2579
I Think I Love My Wife	2007	10.7983
I Trust and Love You)	2008	9.9518
I'll Be Home for Christmas	1998	7.6358
I've Fallen for You	2007	7.0788
I, Robot	2004	0.1999
Ice Age	2002	0.1832
Ice Age: Dawn of the Dinosaurs	2009	0.0929
Ice Age: The Meltdown	2006	0.1805
Ice Princess	2005	4.0106
Idegölö	2006	2.2222
Identity	2003	1.7263
Idlewild	2006	12.6069
Igor	2008	2.1691
Ikaw pa rin: Bongga ka boy!	2008	12.7500
Il postino	1994	3.0128
Imagine That	2009	5.2853
Immortals	2011	0.8212
In & Out	1997	0.8422
In America	2002	3.3212
In Bruges	2008	5.9789
In Dreams	1999	13.0547
In Good Company	2004	2.8548
In Her Shoes	2005	1.4950
In Love and War	1996	11.6383
In Time	2011	1.5401
In Too Deep	1999	6.9252
In Your Eyes	2010	3.7003
In the Bedroom	2001	1.6828
In the Cut	2003	9.8233
In the Land of Women	2007	10.0935
In the Line of Fire	1993	2.0209
In the Name of the Father	1993	6.6573
In the Name of the King: A Dungeon Siege Tale	2007	5.2921
In the Valley of Elah	2007	5.8215
Incendies	2010	8.4212
Inception	2010	0.0724
Indecent Proposal	1993	1.5367
Independence Day	1996	0.0966
Indiana Jones and the Kingdom of the Crystal Skull	2008	0.0982
Indiana Jones and the Last Crusade	1989	0.8241
Indiana Jones and the Temple of Doom	1984	0.2481
Inglourious Basterds	2009	0.3918
Inkheart	2008	2.2398
Inside Job	2010	11.2089
Inside Man	2006	0.7373
Insomnia	2002	0.6751
Inspector Gadget	1999	0.4560
Instinct	1999	2.2434
Interview with the Vampire: The Vampire Chronicles	1994	0.7308
Into the Blue	2005	7.2643
Into the Wild	2007	2.6999
Intolerable Cruelty	2003	1.5917
Intouchables	2011	1.1727
Invictus	2009	2.0610
Invincible	2006	1.6463
Io non ho paura	2003	10.3387
Io sono l'amore	2009	8.6216
Iron Eagle	1986	3.7890
Iron Eagle II	1988	12.8830
Iron Man	2008	7.1429
Iron Man 2	2010	0.1155
Ironiya sudby. Prodolzhenie	2007	0.1122
Irreconcilable Differences	1984	11.2680
Ishtar	1987	8.6068
Island of the Sharks	1999	0.9117
Istoriya pro Richarda, milorda i prekrasnuyu Zhar-ptitsu	1997	0.5000
Iszka utazása	2007	6.4935
It's All About Love	2003	11.5658
It's Complicated	2009	0.8054
It's a Mad Mad Mad Mad World	1963	6.6260
Italiencele	2004	0.1250
Italiensk for begyndere	2000	4.3507
J. Edgar	2011	1.6394
JFK	1991	2.0171
Jack	1996	0.7807
Jack Frost	1998	2.2809
Jack and Jill	2011	0.9402
Jackass 3D	2010	0.6396
Jackass Number Two	2006	10.4621
Jackie Brown	1997	1.5343
James and the Giant Peach	1996	5.9618
Jane Austen's Mafia!	1998	4.5202
Jane Eyre	2011	6.7419
Jarhead	2005	1.3932
Jason Lives: Friday the 13th Part VI	1986	8.7599
Jason X	2001	9.6414
Jaws	1975	0.7010
Jaws 2	1978	1.9793
Jaws 3-D	1983	2.1253
Jaws: The Revenge	1987	7.8888
Jay and Silent Bob Strike Back	2001	4.7465
Jeepers Creepers	2001	2.1552
Jeepers Creepers II	2003	2.5459
Jennifer's Body	2009	7.4986
Jerry Maguire	1996	0.2551
Jersey Girl	2004	3.5734
Jimmy Neutron: Boy Genius	2001	0.7846
Jin líng shí san chai	2011	10.3080
Jingle All the Way	1996	1.0146
Jo Jo Dancer, Your Life Is Calling	1986	7.9348
Joe Dirt	2001	4.9965
Joe Somebody	2001	2.8694
John Carter	2012	0.5799
John Q	2002	1.3813
John Tucker Must Die	2006	1.4490
Johnny English	2003	1.3496
Johnny English Reborn	2011	1.7281
Johnny Mnemonic	1995	7.5172
Johnson Family Vacation	2004	1.7963
Jonah Hex	2010	8.1166
Jonas Brothers: The 3D Concert Experience	2009	10.5711
Josie and the Pussycats	2001	10.4710
José Rizal	1998	12.5000
Journey 2: The Mysterious Island	2012	0.4854
Journey to the Center of the Earth	2008	0.3536
Joy Ride	2001	2.7813
Joyeux Noël	2005	13.8181
Joyful Noise	2012	3.3357
Juana la Loca	2001	9.5995
Judge Dredd	1995	3.1557
Judy Moody and the Not Bummer Summer	2011	7.8405
Jui kuen II	1994	2.5789
Julie & Julia	2009	0.6313
Jumanji	1995	1.3940
Jumper	2008	0.3693
Jumping the Broom	2011	4.4758
Jungle 2 Jungle	1997	0.7242
Juno	2007	0.2959
Jurassic Park	1993	0.0426
Jurassic Park III	2001	0.2168
Just Friends	2005	2.3890
Just Go with It	2011	0.5960
Just Like Heaven	2005	1.3478
Just Married	2003	0.8807
Just My Luck	2006	4.1435
Just Wright	2010	4.3037
Justin Bieber: Never Say Never	2011	1.1375
Juwanna Mann	2002	6.6811
K)now!?	2004	3.4406
K-19: The Widowmaker	2002	1.5710
K-PAX	2001	2.0533
Kal Ho Naa Ho	2003	7.0792
Kangaroo Jack	2003	0.7994
Kari-gurashi no Arietti	2010	1.1510
Kate & Leopold	2001	2.6947
Kazaam	1996	3.9135
Keeping the Faith	2000	1.6606
Keinohrhasen	2007	6.4610
Kevin & Perry Go Large	2000	11.9596
Kick-Ass	2010	0.9332
Kickboxer	1989	5.0295
Kicking & Screaming	2005	1.7864
Kill Bill: Vol. 1	2003	0.3989
Kill Bill: Vol. 2	2004	0.6709
Killer Elite	2011	4.0439
Killer Klowns from Outer Space	1988	11.2045
Killers	2010	1.8297
Kimmy Dora and the Temple of Kiyeme	2012	3.8628
Kimmy Dora: Kambal sa kiyeme	2009	13.7234
Kindergarten Cop	1990	5.8593
King Arthur	2004	0.2374
King Kong	2005	0.1142
King Kong	1976	4.7917
King Solomon's Mines	1985	7.5625
Kingdom Come	2001	2.4085
Kingdom of Heaven	2005	0.7716
Kingpin	1996	3.3302
Kinsey	2004	6.5339
Kiss Kiss Bang Bang	2005	6.9521
Kiss Me Goodbye	1982	6.6375
Kiss of the Dragon	2001	1.7975
Kiss of the Spider Woman	1985	2.1000
Kiss the Girls	1997	0.9251
Kissing Jessica Stein	2001	10.9561
Kit Kittredge: An American Girl	2008	4.7096
Kita-kitsune monogatari	1978	3.6513
Knight and Day	2010	0.3340
Knock Off	1998	7.8275
Knocked Up	2007	0.3646
Knowing	2009	0.7786
Kod apokalipsisa	2007	1.1746
Koi... Mil Gaya	2003	3.3721
Kolja	1996	11.8040
Kolorádó Kid	2010	4.0000
Komt een vrouw bij de dokter	2009	6.4519
Kontroll	2003	9.6574
Konyec - Az utolsó csekk a pohárban	2007	5.0000
Kramer vs. Kramer	1979	0.6595
Krull	1983	10.9115
Krush Groove	1985	13.3565
Kundun	1997	12.6292
Kung Fu Panda	2008	0.1137
Kung Fu Panda 2	2011	0.2356
Kung Pow: Enter the Fist	2002	5.4406
Kung fu	2004	1.3318
Kurôzu zero	2007	4.5135
Kútfejek	2006	6.6667
L'arnacoeur	2010	3.8996
L'auberge espagnole	2002	9.4643
L'homme du train	2002	12.5924
L.A. Confidential	1997	0.5466
L7: Hrafnar, Sóleyjar og Myrra	2011	9.3458
La Bamba	1987	11.4298
La belle Verte	1996	12.5000
La comunidad	2000	9.7585
La finestra di fronte	2003	5.9333
La gran aventura de Mortadelo y Filemón	2003	3.2614
La grande séduction	2003	13.0373
La guerre du feu	1981	12.5156
La leggenda di Al, John e Jack	2002	4.3015
La mala educación	2004	4.6590
La marche de l'empereur	2005	0.8182
La misma luna	2007	5.6519
La môme	2007	4.2653
La piel que habito	2011	7.2063
La veuve de Saint-Pierre	2000	7.0932
La vita è bella	1997	0.5997
La vérité si je mens	1997	0.6063
La vérité si je mens! 2	2001	0.6559
La vérité si je mens! 3	2012	5.7461
Labor Pains	2009	9.4208
Ladder 49	2004	0.5251
Ladies in Lavender.	2004	8.0800
Lady and the Tramp	1955	5.1258
Lady in the Water	2006	1.9950
Lake Placid	1999	1.5959
Lakeview Terrace	2008	4.7477
Land Down Under)	2008	3.6323
Land of the Dead	2005	4.4914
Land of the Lost	2009	1.9805
Laqshya	1994	5.4945
Lara Croft Tomb Raider: The Cradle of Life	2003	0.3687
Lara Croft: Tomb Raider	2001	0.4048
Larger Than Life	1996	12.3045
Largo Winch	2008	11.8093
Larry Crowne	2011	1.5546
Larry the Cable Guy: Health Inspector	2006	7.7979
Lars and the Real Girl	2007	7.8964
Last Action Hero	1993	1.1549
Last Chance Harvey	2008	5.3229
Last Holiday	2006	3.2102
Last Man Standing	1996	3.2423
Laugh at My Pain	2011	11.7813
Laughing Out Loud) ®	2008	6.5467
Law Abiding Citizen	2009	1.0022
Lawrence of Arabia	1962	5.0915
Laws of Attraction	2004	4.3430
Le divorce	2003	12.1450
Le dîner de cons	1998	6.5814
Le fabuleux destin d'Amélie Poulain	2001	0.8357
Le grand bleu	1988	11.4642
Le pacte des loups	2001	2.1456
Le peuple migrateur	2001	2.3624
Le placard	2001	5.3148
Le raid	2002	8.5998
Le temps retrouvé, d'après l'oeuvre de Marcel Proust	1999	13.9453
Le violon rouge	1998	5.0625
Le vélo de Ghislain Lambert	2001	12.9870
Leap Year	2010	4.9055
Leatherheads	2008	3.2778
Leave It to Beaver	1997	13.7106
Legal Eagles	1986	8.2747
Legally Blonde	2001	0.7649
Legally Blonde 2: Red, White & Blonde	2003	1.2565
Legend	1985	12.2239
Legend of the Guardians: The Owls of Ga'Hoole	2010	0.5078
Legends of the Fall	1994	7.0706
Legion	2009	0.9027
Lemony Snicket's A Series of Unfortunate Events	2004	0.3817
Les Misérables	1998	6.8042
Les aventures extraordinaires d'Adèle Blanc-Sec	2010	6.0487
Les choristes	2004	12.9205
Les couloirs du temps: Les visiteurs 2	1998	5.6134
Les invasions barbares	2003	9.7476
Les petits mouchoirs	2010	2.8903
Les rivières pourpres	2000	8.4062
Les triplettes de Belleville	2003	6.9466
Les visiteurs	1993	4.0395
Let Me In	2010	8.7208
Lethal Weapon	1987	7.3336
Lethal Weapon 2	1989	1.7087
Lethal Weapon 3	1992	1.2937
Lethal Weapon 4	1998	0.3427
Letters from Iwo Jima	2006	1.4360
Letters to Juliet	2010	1.3779
LiTTLEMAN	2006	1.5597
Lian ai tong gao	2010	6.2500
Liar Liar	1997	0.2027
Licence to Kill	1989	1.1560
License to Wed	2007	1.4993
Lidice	2011	5.9702
Life as We Know It	2010	1.2967
Life as a House	2001	7.8648
Life or Something Like It	2002	4.6305
Lifeforce	1985	10.6280
Like Mike	2002	1.0099
Lilo & Stitch	2002	0.2594
Limit of Love: Umizaru	2006	1.5887
Limitless	2011	1.0089
Lions for Lambs	2007	3.9299
Little Black Book	2004	7.3700
Little Children	2006	7.0052
Little Fockers	2010	0.4666
Little Miss Sunshine	2006	0.5236
Little Nicky	2000	1.6727
Little Shop of Horrors	1986	3.2172
Little Voice	1998	8.1461
Little Women	1994	6.7364
Live Aid	1985	4.2735
Live Free or Die Hard	2007	0.2647
Live and Let Die	1973	4.6287
Living Out Loud	1998	4.7259
Lock, Stock and Two Smoking Barrels	1998	5.3212
Lockout	2012	8.4202
Lola rennt	1998	5.7537
Lone Star	1996	3.6430
Long wei fu zi	2004	10.0000
Look Who's Talking	1989	1.4467
Look Who's Talking Too	1990	13.1640
Looney Tunes: Back in Action	2003	2.1931
Lora	2007	2.8571
Lord of War	2005	3.1136
Los abrazos rotos	2009	5.0222
Los lunes al sol	2002	4.6191
Loser	2000	7.3785
Lost Souls	2000	5.1668
Lost in Space	1998	0.5554
Lost in Translation	2003	1.0044
Love & Basketball	2000	2.3532
Love Actually	2003	0.5046
Love Affair	1994	12.7795
Love Don't Cost a Thing	2003	4.3782
Love Happens	2009	7.6447
Love Jones	1997	6.1880
Love Story	1970	5.1644
Love and Other Disasters	2006	13.7696
Love and Other Drugs	2010	2.4529
Love in the Time of Cholera	2007	7.6261
Luang phii theng	2005	7.0922
