Bridgewater, Stephen	The Fisher King	1991
Lundström, Henrik	Ondskan	2003
Lundström, Henrik	Göta kanal 2 - Kanalkampen	2006
Lundström, Henrik	Tillsammans	2000
Wildman, Valerie	Cast Away	2000
Wildman, Valerie	Splash	1984
Wildman, Valerie	Disaster Movie	2008
Wildman, Valerie	Mars Attacks!	1996
Wildman, Valerie	Beverly Hills Cop II	1987
Stamberg, Josh	Legion	2009
Stamberg, Josh	The Time Machine	2002
Stamberg, Josh	J. Edgar	2011
Stamberg, Josh	Fracture	2007
Stamberg, Josh	Kate & Leopold	2001
Stamberg, Josh	A Lot Like Love	2005
Stamberg, Josh	Must Love Dogs	2005
Smith, Wesley (I)	The Waterboy	1998
Smith, Wesley (I)	Rosewood	1997
Smith, Wesley (I)	Porky's Revenge	1985
Flueger, Patrick John	Footloose	2011
Flueger, Patrick John	The World's Fastest Indian	2005
Flueger, Patrick John	The Princess Diaries	2001
Greene, Daniel (I)	Me, Myself & Irene	2000
Greene, Daniel (I)	Fever Pitch	2005
Greene, Daniel (I)	Hall Pass	2011
Greene, Daniel (I)	There's Something About Mary	1998
Greene, Daniel (I)	Shallow Hal	2001
Greene, Daniel (I)	Stuck on You	2003
Greene, Daniel (I)	Kingpin	1996
Currier, Terrence	For Richer or Poorer	1997
Currier, Terrence	National Treasure	2004
Currier, Terrence	Something to Talk About	1995
Currier, Terrence	Best Friends	1982
Currier, Terrence	The Jackal	1997
Currier, Terrence	The Pelican Brief	1993
Tennant, David (I)	Harry Potter and the Goblet of Fire	2005
Tennant, David (I)	How to Train Your Dragon	2010
Tennant, David (I)	Slipp Jimmy fri	2006
Tennant, David (I)	The Pirates! Band of Misfits	2012
Tennant, David (I)	Fright Night	2011
Graham, Bill (I)	The Doors	1991
Graham, Bill (I)	Apocalypse Now	1979
Graham, Bill (I)	Woodstock	1970
Graham, Bill (I)	The Cotton Club	1984
Graham, Bill (I)	Bugsy	1991
Graham, Bill (I)	A Star Is Born	1976
McQueen, Faye Yvette	Daddy's Little Girls	2007
McQueen, Faye Yvette	The Family That Preys	2008
McQueen, Faye Yvette	One Missed Call	2008
McQueen, Faye Yvette	Fled	1996
Stevens, Wass	The Family Man	2000
Stevens, Wass	Brooklyn's Finest	2009
Stevens, Wass	The Wrestler	2008
Stevens, Wass	World Trade Center	2006
Barish, Natalie	Up Close & Personal	1996
Barish, Natalie	I'll Be Home for Christmas	1998
Barish, Natalie	Legally Blonde	2001
Bartlett, Geraldine	Definitely, Maybe	2008
Bartlett, Geraldine	Far from Heaven	2002
Bartlett, Geraldine	Uptown Girls	2003
Hager, Dave (I)	Catch Me If You Can	2002
Hager, Dave (I)	Leatherheads	2008
Hager, Dave (I)	Traffic	2000
Hager, Dave (I)	October Sky	1999
Hager, Dave (I)	Double Jeopardy	1999
Snow, Brittany	Hairspray	2007
Snow, Brittany	John Tucker Must Die	2006
Snow, Brittany	The Pacifier	2005
Puzzella, Paul	Narc	2002
Puzzella, Paul	Resident Evil: Apocalypse	2004
Puzzella, Paul	Loser	2000
Kulhavy, Milos	Bad Company	2002
Kulhavy, Milos	Hannibal Rising	2007
Kulhavy, Milos	Blade II	2002
Christmas, Eric	Naked Gun 33 1/3: The Final Insult	1994
Christmas, Eric	Porky's II: The Next Day	1983
Christmas, Eric	Porky's Revenge	1985
Christmas, Eric	Mousehunt	1997
Christmas, Eric	Porky's	1982
Christmas, Eric	Air Bud	1997
Christmas, Eric	Bugsy	1991
Christmas, Eric	All of Me	1984
May, Seth Michael	The Royal Tenenbaums	2001
May, Seth Michael	Across the Sea of Time	1995
May, Seth Michael	Garden State	2004
Arterton, Gemma	Quantum of Solace	2008
Arterton, Gemma	Prince of Persia: The Sands of Time	2010
Arterton, Gemma	Clash of the Titans	2010
Arterton, Gemma	The Boat That Rocked	2009
Arterton, Gemma	St. Trinian's	2007
Arterton, Gemma	RocknRolla	2008
Zabka, William	The Karate Kid	1984
Zabka, William	The Karate Kid, Part II	1986
Zabka, William	Valley Girl	1983
Zabka, William	European Vacation	1985
Zabka, William	Back to School	1986
Zabka, William	Hot Tub Time Machine	2010
Goins, Jesse D.	WarGames	1983
Goins, Jesse D.	Larger Than Life	1996
Goins, Jesse D.	RoboCop	1987
Goins, Jesse D.	The Ugly Truth	2009
Goins, Jesse D.	Patriot Games	1992
Corrigan, Blaise	The Stepford Wives	2004
Corrigan, Blaise	Zombieland	2009
Corrigan, Blaise	The Peacemaker	1997
Corrigan, Blaise	We Own the Night	2007
Corrigan, Blaise	Gangs of New York	2002
Steenburgen, Mary	Elf	2003
Steenburgen, Mary	The Help	2011
Steenburgen, Mary	Four Christmases	2008
Steenburgen, Mary	Life as a House	2001
Steenburgen, Mary	Ragtime	1981
Steenburgen, Mary	Step Brothers	2008
Steenburgen, Mary	One Magic Christmas	1985
Steenburgen, Mary	I Am Sam	2001
Steenburgen, Mary	The Brave One	2007
Steenburgen, Mary	Parenthood	1989
Steenburgen, Mary	Did You Hear About the Morgans?	2009
Steenburgen, Mary	Philadelphia	1993
Steenburgen, Mary	Back to the Future Part III	1990
Voges, Mark	A Perfect World	1993
Voges, Mark	Where the Heart Is	2000
Voges, Mark	The Life of David Gale	2003
Tambor, Jeffrey	City Slickers	1991
Tambor, Jeffrey	The SpongeBob SquarePants Movie	2004
Tambor, Jeffrey	The Hangover	2009
Tambor, Jeffrey	My Boss's Daughter	2003
Tambor, Jeffrey	Hellboy II: The Golden Army	2008
Tambor, Jeffrey	How the Grinch Stole Christmas	2000
Tambor, Jeffrey	Mr. Popper's Penguins	2011
Tambor, Jeffrey	Under the Tuscan Sun	2003
Tambor, Jeffrey	The Hangover Part II	2011
Tambor, Jeffrey	Pollock	2000
Tambor, Jeffrey	Superhero Movie	2008
Tambor, Jeffrey	The Invention of Lying	2009
Tambor, Jeffrey	Malibu's Most Wanted	2003
Tambor, Jeffrey	Girl, Interrupted	1999
Tambor, Jeffrey	Meet Joe Black	1998
Tambor, Jeffrey	Paul	2011
Tambor, Jeffrey	Monsters vs Aliens	2009
Tambor, Jeffrey	Hellboy	2004
Tambor, Jeffrey	Muppets from Space	1999
Tambor, Jeffrey	Win Win	2011
Tambor, Jeffrey	EuroTrip	2004
Tambor, Jeffrey	Doctor Dolittle	1998
Tambor, Jeffrey	There's Something About Mary	1998
Tambor, Jeffrey	Mr. Mom	1983
Rhodes, Dane	Just My Luck	2006
Rhodes, Dane	The Final Destination	2009
Rhodes, Dane	Deja Vu	2006
Rhodes, Dane	Green Lantern	2011
Rhodes, Dane	Abraham Lincoln: Vampire Hunter	2012
Rhodes, Dane	Glory Road	2006
Rhodes, Dane	Contraband	2012
Waters, Derek (I)	Hall Pass	2011
Waters, Derek (I)	This Means War	2012
Waters, Derek (I)	He's Just Not That Into You	2009
Grace, Maggie	Faster	2010
Grace, Maggie	The Twilight Saga: Breaking Dawn - Part 2	2012
Grace, Maggie	Taken 2	2012
Grace, Maggie	Knight and Day	2010
Grace, Maggie	The Fog	2005
Grace, Maggie	Lockout	2012
Grace, Maggie	The Twilight Saga: Breaking Dawn - Part 1	2011
Kandil, Haytham	Surrogates	2009
Kandil, Haytham	The Pink Panther 2	2009
Kandil, Haytham	Paul Blart: Mall Cop	2009
Kandil, Haytham	Sex and the City 2	2010
Kandil, Haytham	Bride Wars	2009
Kandil, Haytham	The Invention of Lying	2009
Kandil, Haytham	Furry Vengeance	2010
Kandil, Haytham	Ghosts of Girlfriends Past	2009
Masset, Andrew	Good Deeds	2012
Masset, Andrew	The Family That Preys	2008
Masset, Andrew	Remember the Titans	2000
Thompson, Scott (I)	The Pacifier	2005
Thompson, Scott (I)	My Baby's Daddy	2004
Thompson, Scott (I)	Mickey Blue Eyes	1999
Johnson, Greg (I)	Yogi Bear	2010
Johnson, Greg (I)	The Piano	1993
Johnson, Greg (I)	The World's Fastest Indian	2005
Evans, Chris (V)	The Avengers	2012
Evans, Chris (V)	Street Kings	2008
Evans, Chris (V)	What's Your Number?	2011
Evans, Chris (V)	Push	2009
Evans, Chris (V)	Not Another Teen Movie	2001
Evans, Chris (V)	Scott Pilgrim vs. the World	2010
Evans, Chris (V)	Cellular	2004
Evans, Chris (V)	Sunshine	2007
Evans, Chris (V)	The Nanny Diaries	2007
Evans, Chris (V)	4: Rise of the Silver Surfer	2007
Evans, Chris (V)	The Perfect Score	2004
Evans, Chris (V)	TMNT	2007
Evans, Chris (V)	Fantastic Four	2005
Evans, Chris (V)	Captain America: The First Avenger	2011
Werntz, Hannah	The Peacemaker	1997
Werntz, Hannah	Deep Impact	1998
Werntz, Hannah	Pay It Forward	2000
Woodlee, Zachary	Boys and Girls	2000
Woodlee, Zachary	Hairspray	2007
Woodlee, Zachary	Not Another Teen Movie	2001
Woodlee, Zachary	Stuck on You	2003
Woodlee, Zachary	Step Up	2006
Woodlee, Zachary	Rock Star	2001
Woodlee, Zachary	Charlie's Angels: Full Throttle	2003
Woodlee, Zachary	The Sweetest Thing	2002
Sposit, Laurie	Scream 2	1997
Sposit, Laurie	Showgirls	1995
Sposit, Laurie	Nutty Professor II: The Klumps	2000
Sposit, Laurie	Living Out Loud	1998
Hackney, Barret	Dogma	1999
Hackney, Barret	Kingpin	1996
Hackney, Barret	Adventureland	2009
Howard, Jean Speegle	Matilda	1996
Howard, Jean Speegle	Scrooged	1988
Howard, Jean Speegle	Apollo 13	1995
Howard, Jean Speegle	My Fellow Americans	1996
Howard, Jean Speegle	Gung Ho	1986
Howard, Jean Speegle	Cocoon	1985
O'Quinn, Carrick (I)	Big Momma's House 2	2006
O'Quinn, Carrick (I)	Pay It Forward	2000
O'Quinn, Carrick (I)	The Hunted	2003
O'Quinn, Carrick (I)	The Master of Disguise	2002
O'Quinn, Carrick (I)	The X Files	1998
Griffiths, Richard (I)	Bedtime Stories	2008
Griffiths, Richard (I)	Ragtime	1981
Griffiths, Richard (I)	The Naked Gun 2½: The Smell of Fear	1991
Griffiths, Richard (I)	Sleepy Hollow	1999
Griffiths, Richard (I)	Gandhi	1982
Griffiths, Richard (I)	Greystoke: The Legend of Tarzan, Lord of the Apes	1984
Griffiths, Richard (I)	Chariots of Fire	1981
Griffiths, Richard (I)	Superman II	1980
Griffiths, Richard (I)	Harry Potter and the Order of the Phoenix	2007
Griffiths, Richard (I)	Harry Potter and the Prisoner of Azkaban	2004
Griffiths, Richard (I)	The Hitchhiker's Guide to the Galaxy	2005
Griffiths, Richard (I)	Harry Potter and the Sorcerer's Stone	2001
Griffiths, Richard (I)	Harry Potter and the Chamber of Secrets	2002
Griffiths, Richard (I)	Harry Potter and the Deathly Hallows: Part 1	2010
Griffiths, Richard (I)	Pirates of the Caribbean: On Stranger Tides	2011
Washington, Tyrell	Step Up 3D	2010
Washington, Tyrell	Norbit	2007
Washington, Tyrell	You Got Served	2004
Washington, Tyrell	Dreamgirls	2006
Waugh, Scott (I)	Desperate Measures	1998
Waugh, Scott (I)	xXx	2002
Waugh, Scott (I)	Torque	2004
Waugh, Scott (I)	The Specialist	1994
Waugh, Scott (I)	Bicentennial Man	1999
Jobrani, Maz	The Interpreter	2005
Jobrani, Maz	Friday After Next	2002
Jobrani, Maz	Dragonfly	2002
Jobrani, Maz	13 Going on 30	2004
Derbez, Eugenio	La misma luna	2007
Derbez, Eugenio	Jack and Jill	2011
Derbez, Eugenio	Beverly Hills Chihuahua	2008
Elkin, Michelle	Austin Powers: The Spy Who Shagged Me	1999
Elkin, Michelle	Clerks II	2006
Elkin, Michelle	Showgirls	1995
Elkin, Michelle	Out to Sea	1997
Elkin, Michelle	Austin Powers in Goldmember	2002
Johnston, Matt (I)	Highlander II: The Quickening	1991
Johnston, Matt (I)	The Last Boy Scout	1991
Johnston, Matt (I)	Stop! Or My Mom Will Shoot	1992
Johnston, Matt (I)	Porky's Revenge	1985
Schreiber, Pablo	The Manchurian Candidate	2004
Schreiber, Pablo	Nights in Rodanthe	2008
Schreiber, Pablo	Vicky Cristina Barcelona	2008
Titone, Chris	Jack and Jill	2011
Titone, Chris	The House Bunny	2008
Titone, Chris	That's My Boy	2012
Taylor, Rachael (II)	The Darkest Hour	2011
Taylor, Rachael (II)	Red Dog	2011
Taylor, Rachael (II)	Transformers	2007
Taylor, Rachael (II)	See No Evil	2006
Anson-Roa, Boots	When Love Begins...	2008
Anson-Roa, Boots	Caregiver	2008
Anson-Roa, Boots	My Househusband: Ikaw na!	2011
Anson-Roa, Boots	Till My Heartaches End	2010
Anson-Roa, Boots	One True Love	2008
Anson-Roa, Boots	Shake Rattle Roll 13	2011
Monaghan, Dominic	X-Men Origins: Wolverine	2009
Monaghan, Dominic	The Lord of the Rings: The Two Towers	2002
Monaghan, Dominic	The Lord of the Rings: The Fellowship of the Ring	2001
Monaghan, Dominic	The Lord of the Rings: The Return of the King	2003
Phillips, Nathan (II)	Chernobyl Diaries	2012
Phillips, Nathan (II)	Wolf Creek	2005
Phillips, Nathan (II)	Snakes on a Plane	2006
Bell, Jamie (I)	The Eagle	2011
Bell, Jamie (I)	Billy Elliot	2000
Bell, Jamie (I)	King Kong	2005
Bell, Jamie (I)	Jumper	2008
Bell, Jamie (I)	Man on a Ledge	2012
Bell, Jamie (I)	The Adventures of Tintin	2011
Bell, Jamie (I)	Flags of Our Fathers	2006
Bell, Jamie (I)	Jane Eyre	2011
McCrory, Helen	Skyfall	2012
McCrory, Helen	Fantastic Mr. Fox	2009
McCrory, Helen	Interview with the Vampire: The Vampire Chronicles	1994
McCrory, Helen	The Count of Monte Cristo	2002
McCrory, Helen	The Queen	2006
McCrory, Helen	Harry Potter and the Deathly Hallows: Part 2	2011
McCrory, Helen	Harry Potter and the Deathly Hallows: Part 1	2010
McCrory, Helen	Casanova	2005
McCrory, Helen	Becoming Jane	2007
McCrory, Helen	Harry Potter and the Half-Blood Prince	2009
Keresztes, Tamás (II)	Overnight	2007
Keresztes, Tamás (II)	Rokonok	2006
Keresztes, Tamás (II)	Sunshine	1999
Keresztes, Tamás (II)	Zuhanórepülés	2007
Fletcher, Mimi	My Sister's Keeper	2009
Fletcher, Mimi	Swordfish	2001
Fletcher, Mimi	The Replacements	2000
Peck, Brian (I)	X2	2003
Peck, Brian (I)	Holes	2003
Peck, Brian (I)	X-Men	2000
Peck, Brian (I)	Man on the Moon	1999
Berry, Matt (III)	One Day	2011
Berry, Matt (III)	Snow White and the Huntsman	2012
Berry, Matt (III)	Moon	2009
Kent, Allan	Beaches	1988
Kent, Allan	Runaway Bride	1999
Kent, Allan	The Other Sister	1999
Kent, Allan	The Princess Diaries	2001
Kent, Allan	The Princess Diaries 2: Royal Engagement	2004
Kent, Allan	Pretty Woman	1990
Kent, Allan	Enter the Dragon	1973
Gil, Arturo	Looney Tunes: Back in Action	2003
Gil, Arturo	Spaceballs	1987
Gil, Arturo	Epic Movie	2007
Gil, Arturo	Monkeybone	2001
Gil, Arturo	Dirty Work	1998
Gil, Arturo	Role Models	2008
Gardner, Laurie	ATL	2006
Gardner, Laurie	Diary of a Mad Black Woman	2005
Gardner, Laurie	Sweet Home Alabama	2002
Gardner, Laurie	The Gospel	2005
Conrad, Chris (II)	Mortal Kombat: Annihilation	1997
Conrad, Chris (II)	Clear and Present Danger	1994
Conrad, Chris (II)	The Specialist	1994
Sauli, Daniel	United 93	2006
Sauli, Daniel	Man on a Ledge	2012
Sauli, Daniel	The Pink Panther	2006
Sauli, Daniel	Boiler Room	2000
Arnett, Will	Horton Hears a Who!	2008
Arnett, Will	Jonah Hex	2010
Arnett, Will	Semi-Pro	2008
Arnett, Will	Blades of Glory	2007
Arnett, Will	RV	2006
Arnett, Will	Monster-in-Law	2005
Arnett, Will	Hot Rod	2007
Arnett, Will	Ratatouille	2007
Arnett, Will	Kari-gurashi no Arietti	2010
Arnett, Will	Grindhouse	2007
Arnett, Will	The Comebacks	2007
Arnett, Will	Despicable Me	2010
Arnett, Will	G-Force	2009
Arnett, Will	Men in Black 3	2012
Arnett, Will	Monsters vs Aliens	2009
Arnett, Will	Ice Age: The Meltdown	2006
Arnett, Will	The Rocker	2008
Arnett, Will	When in Rome	2010
Scales, Crystal	Trippin'	1999
Scales, Crystal	Doraemon: Nobita to midori no kyojinden	2008
Scales, Crystal	Spider-Man 3	2007
Scales, Crystal	Jimmy Neutron: Boy Genius	2001
Scales, Crystal	The Wild Thornberrys Movie	2002
Scales, Crystal	Titan A.E.	2000
Mostafa, Omar (I)	Agora	2009
Mostafa, Omar (I)	The Bank Job	2008
Mostafa, Omar (I)	Munich	2005
Mostafa, Omar (I)	Syriana	2005
Short, Sylvia	Endless Love	1981
Short, Sylvia	The Birdcage	1996
Short, Sylvia	I Still Know What You Did Last Summer	1998
Short, Sylvia	Mad City	1997
Ford, Steven (I)	Starship Troopers	1997
Ford, Steven (I)	Contact	1997
Ford, Steven (I)	Eraser	1996
Ford, Steven (I)	Black Hawk Down	2001
Ford, Steven (I)	When Harry Met Sally...	1989
Ford, Steven (I)	Transformers	2007
Ford, Steven (I)	Armageddon	1998
Ford, Steven (I)	The Rage: Carrie 2	1999
Ford, Steven (I)	Heat	1995
Izzard, Eddie	Mystery Men	1999
Izzard, Eddie	The Aristocrats	2005
Izzard, Eddie	Cars 2	2011
Izzard, Eddie	Ocean's Thirteen	2007
Izzard, Eddie	The Avengers	1998
Izzard, Eddie	Across the Universe	2007
Izzard, Eddie	Ocean's Twelve	2004
Izzard, Eddie	The Wild	2006
Izzard, Eddie	Valkyrie	2008
Izzard, Eddie	Igor	2008
Izzard, Eddie	My Super Ex-Girlfriend	2006
Izzard, Eddie	The Chronicles of Narnia: Prince Caspian	2008
Izzard, Eddie	Shadow of the Vampire	2000
Prevost, Nathan	500) Days of Summer	2009
Prevost, Nathan	Be Cool	2005
Prevost, Nathan	Austin Powers in Goldmember	2002
Prevost, Nathan	Boogie Nights	1997
Bridges, Beau (I)	Max Payne	2008
Bridges, Beau (I)	Jerry Maguire	1996
Bridges, Beau (I)	RocketMan	1997
Bridges, Beau (I)	The Descendants	2011
Bridges, Beau (I)	Charlotte's Web	2006
Walter, Harriet	Sense and Sensibility	1995
Walter, Harriet	Atonement	2007
Walter, Harriet	Babel	2006
Walter, Harriet	The Young Victoria	2009
Phillips, Todd (I)	The Hangover	2009
Phillips, Todd (I)	Road Trip	2000
Phillips, Todd (I)	The Hangover Part II	2011
Phillips, Todd (I)	Due Date	2010
Phillips, Todd (I)	Old School	2003
Earle, Carla	Beaches	1988
Earle, Carla	Coming to America	1988
Earle, Carla	The Cotton Club	1984
Dobó, Kata	Rollerball	2002
Dobó, Kata	15 Minutes	2001
Dobó, Kata	Basic Instinct 2	2006
Nazimek, Larry	Wanted	2008
Nazimek, Larry	The Unborn	2009
Nazimek, Larry	Chain Reaction	1996
Nazimek, Larry	Contagion	2011
Nazimek, Larry	Backdraft	1991
Nazimek, Larry	Stir of Echoes	1999
Nazimek, Larry	Home Alone	1990
Kelly, Brett (I)	Bad Santa	2003
Kelly, Brett (I)	Unaccompanied Minors	2006
Kelly, Brett (I)	Out Cold	2001
Shannon Jenkins, Mykel	Lucky You	2007
Shannon Jenkins, Mykel	Double Jeopardy	1999
Shannon Jenkins, Mykel	Mr 3000	2004
Dr. Dre	The Wash	2001
Dr. Dre	Training Day	2001
Dr. Dre	Set It Off	1996
Lassick, Sydney	One Flew Over the Cuckoo's Nest	1975
Lassick, Sydney	Sister Act 2: Back in the Habit	1993
Lassick, Sydney	1941	1979
Lassick, Sydney	History of the World: Part I	1981
Lassick, Sydney	The Rage: Carrie 2	1999
Lassick, Sydney	Man on the Moon	1999
Muller, Turk	Public Enemies	2009
Muller, Turk	Chain Reaction	1996
Muller, Turk	Primal Fear	1996
Muller, Turk	The Fugitive	1993
Bailey, Bill (II)	Superman II	1980
Bailey, Bill (II)	Superman	1978
Bailey, Bill (II)	Ishtar	1987
Goldsmith, Lisa Ann	One for the Money	2012
Goldsmith, Lisa Ann	Love and Other Drugs	2010
Goldsmith, Lisa Ann	The Next Three Days	2010
Johnson, Harry (I)	The Glass House	2001
Johnson, Harry (I)	RoboCop	1987
Johnson, Harry (I)	The Spitfire Grill	1996
Taylor, Noah (I)	Almost Famous	2000
Taylor, Noah (I)	Lara Croft Tomb Raider: The Cradle of Life	2003
Taylor, Noah (I)	Red Dog	2011
Taylor, Noah (I)	Shine	1996
Taylor, Noah (I)	Lara Croft: Tomb Raider	2001
Taylor, Noah (I)	Vanilla Sky	2001
Taylor, Noah (I)	The Life Aquatic with Steve Zissou	2004
Taylor, Noah (I)	Charlie and the Chocolate Factory	2005
Taylor, Noah (I)	The New World	2005
La Botz, Jake	Ghost World	2001
La Botz, Jake	Rambo	2008
La Botz, Jake	Abraham Lincoln: Vampire Hunter	2012
Labine, Tyler	Antitrust	2001
Labine, Tyler	Flyboys	2006
Labine, Tyler	Rise of the Planet of the Apes	2011
Labine, Tyler	My Boss's Daughter	2003
Labine, Tyler	Zack and Miri Make a Porno	2008
Labine, Tyler	Get Carter	2000
MacFadden, Lucas	Never Been Kissed	1999
MacFadden, Lucas	Juno	2007
MacFadden, Lucas	Jennifer's Body	2009
Coria, Davo	Battleship	2012
Coria, Davo	Don Juan DeMarco	1994
Coria, Davo	Soul Surfer	2011
Knight, Daniel (VII)	Gamer	2009
Knight, Daniel (VII)	Did You Hear About the Morgans?	2009
Knight, Daniel (VII)	In the Valley of Elah	2007
Knight, Daniel (VII)	Swing Vote	2008
Knight, Daniel (VII)	The Eye	2008
Berrington, Elizabeth	Scoop	2006
Berrington, Elizabeth	In Bruges	2008
Berrington, Elizabeth	Fred Claus	2007
Berrington, Elizabeth	The Little Vampire	2000
Berrington, Elizabeth	Secrets & Lies	1996
Berrington, Elizabeth	Nanny McPhee	2005
Berrington, Elizabeth	Quills	2000
Berrington, Elizabeth	Vera Drake	2004
Lewis, Clea (I)	Ice Age: Dawn of the Dinosaurs	2009
Lewis, Clea (I)	Confessions of a Shopaholic	2009
Lewis, Clea (I)	Perfect Stranger	2007
Lewis, Clea (I)	Ice Age: The Meltdown	2006
Angel, Vanessa	Stop! Or My Mom Will Shoot	1992
Angel, Vanessa	Spies Like Us	1985
Angel, Vanessa	Kingpin	1996
Angel, Vanessa	The Perfect Score	2004
Angel, Vanessa	Hall Pass	2011
Stahelski, Chad	V for Vendetta	2005
Stahelski, Chad	Kung Pow: Enter the Fist	2002
Stahelski, Chad	Constantine	2005
Stahelski, Chad	Vampires	1998
Stiller, Jerry	Hairspray	1988
Stiller, Jerry	Hairspray	2007
Stiller, Jerry	The Heartbreak Kid	2007
Stiller, Jerry	Teacher's Pet	2004
Stiller, Jerry	Serving Sara	2002
Stiller, Jerry	Zoolander	2001
Stiller, Jerry	Anchorman: The Legend of Ron Burgundy	2004
Stewart, April (I)	X-Men Origins: Wolverine	2009
Stewart, April (I)	Lemony Snicket's A Series of Unfortunate Events	2004
Stewart, April (I)	The Elder Scrolls V: Skyrim	2011
Stewart, April (I)	Mission: Impossible - Ghost Protocol	2011
Stewart, April (I)	The Golden Compass	2007
Centanni, Louis	Annapolis	2006
Centanni, Louis	National Treasure	2004
Centanni, Louis	Jersey Girl	2004
Showalter, Michael (I)	Kissing Jessica Stein	2001
Showalter, Michael (I)	Reno 911!: Miami	2007
Showalter, Michael (I)	Signs	2002
Schell, Maximilian	Deep Impact	1998
Schell, Maximilian	A Bridge Too Far	1977
Schell, Maximilian	Vampires	1998
Schell, Maximilian	The Black Hole	1979
Park, Heather	Real Steel	2011
Park, Heather	The Ides of March	2011
Park, Heather	Oz: The Great and Powerful	2013
Sharp, Timm	Fun with Dick and Jane	2005
Sharp, Timm	Imagine That	2009
Sharp, Timm	Kicking & Screaming	2005
Sharp, Timm	Friends with Money	2006
Klar, Gary Howard	Big	1988
Klar, Gary Howard	3 Men and a Baby	1987
Klar, Gary Howard	Legal Eagles	1986
Klar, Gary Howard	Trading Places	1983
Segura, Santiago (I)	Hellboy II: The Golden Army	2008
Segura, Santiago (I)	Agent Cody Banks 2: Destination London	2004
Segura, Santiago (I)	Torrente 2: Misión en Marbella	2001
Segura, Santiago (I)	Jack and Jill	2011
Segura, Santiago (I)	Hellboy	2004
Segura, Santiago (I)	Blade II	2002
Segura, Santiago (I)	Astérix aux jeux olympiques	2008
Zappa, Dweezil	Pretty in Pink	1986
Zappa, Dweezil	Jack Frost	1998
Zappa, Dweezil	The Running Man	1987
Archerd, Selma	Die Hard	1988
Archerd, Selma	Scrooged	1988
Archerd, Selma	Indecent Proposal	1993
Archerd, Selma	Lethal Weapon	1987
Archerd, Selma	Mommie Dearest	1981
Archerd, Selma	The Brady Bunch Movie	1995
Archerd, Selma	Lethal Weapon 3	1992
Jefferson, Brenden	Holes	2003
Jefferson, Brenden	Senseless	1998
Jefferson, Brenden	Crimson Tide	1995
Farley, Margot	Star Trek	2009
Farley, Margot	Spartan	2004
Farley, Margot	Cloverfield	2008
Parsons, Benny	NASCAR 3D: The IMAX Experience	2004
Parsons, Benny	Herbie Fully Loaded	2005
Parsons, Benny	Talladega Nights: The Ballad of Ricky Bobby	2006
Norgaard, Carsten	Gods and Generals	2003
Norgaard, Carsten	The Three Musketeers	2011
Norgaard, Carsten	AVP: Alien vs. Predator	2004
Norgaard, Carsten	D2: The Mighty Ducks	1994
Yasutake, Patti	Stop! Or My Mom Will Shoot	1992
Yasutake, Patti	Gung Ho	1986
Yasutake, Patti	Star Trek: Generations	1994
Yasutake, Patti	Drop Dead Gorgeous	1999
Yasutake, Patti	Star Trek: First Contact	1996
Franco, James	Flyboys	2006
Franco, James	Oz: The Great and Powerful	2013
Franco, James	Spider-Man 2	2004
Franco, James	Annapolis	2006
Franco, James	Date Night	2010
Franco, James	Eat Pray Love	2010
Franco, James	The Holiday	2006
Franco, James	Rise of the Planet of the Apes	2011
Franco, James	The Green Hornet	2011
Franco, James	Nights in Rodanthe	2008
Franco, James	127 Hours	2010
Franco, James	Spider-Man	2002
Franco, James	Never Been Kissed	1999
Franco, James	Your Highness	2011
Franco, James	Knocked Up	2007
Franco, James	Spider-Man 3	2007
Franco, James	The Great Raid	2005
Franco, James	The Wicker Man	2006
Franco, James	In the Valley of Elah	2007
Franco, James	Tristan + Isolde	2006
Franco, James	City by the Sea	2002
Franco, James	Pineapple Express	2008
Larroquette, John	The Texas Chainsaw Massacre: The Beginning	2006
Larroquette, John	Lifeforce	1985
Larroquette, John	Star Trek III: The Search for Spock	1984
Larroquette, John	Stripes	1981
Larroquette, John	The Texas Chainsaw Massacre	2003
Larroquette, John	JFK	1991
Hatch, Robert (II)	Daddy's Little Girls	2007
Hatch, Robert (II)	Zombieland	2009
Hatch, Robert (II)	Diary of a Mad Black Woman	2005
Carrillo, Erick	Selena	1997
Carrillo, Erick	Crocodile Dundee in Los Angeles	2001
Carrillo, Erick	Blast from the Past	1999
Stroehman, John	Shallow Hal	2001
Stroehman, John	Kingpin	1996
Stroehman, John	Dumb & Dumber	1994
Stroehman, John	There's Something About Mary	1998
Stroehman, John	Me, Myself & Irene	2000
Ridgle, Elston	The Astronaut's Wife	1999
Ridgle, Elston	Fathers' Day	1997
Ridgle, Elston	Hot Shots!	1991
Ridgle, Elston	Independence Day	1996
Lane, Campbell	Dreamcatcher	2003
Lane, Campbell	Cool Runnings	1993
Lane, Campbell	Mr. Magoo	1997
Lane, Campbell	3000 Miles to Graceland	2001
Lane, Campbell	Along Came a Spider	2001
Lane, Campbell	Scary Movie 4	2006
Varney, Janet	Catwoman	2004
Varney, Janet	Drillbit Taylor	2008
Varney, Janet	Judy Moody and the Not Bummer Summer	2011
Bennett, Michael (VIII)	Bangkok Dangerous	2008
Bennett, Michael (VIII)	In Bruges	2008
Bennett, Michael (VIII)	Something Borrowed	2011
Bennett, Michael (VIII)	Confessions of a Shopaholic	2009
Bennett, Michael (VIII)	It's Complicated	2009
